year,brand,color,carbon_fiber_body,engine_config,horsepower,torque,weight_kg,zero_to_60_s,top_speed_mph,num_doors,transmission,drivetrain,market_region,mileage,num_owners,interior_material,brake_type,tire_brand,aero_package,limited_edition,has_warranty,last_service_date,service_history,non_original_parts,model,warranty_years,damage,damage_cost,damage_type,price,id
2021,McLaren,Green,1,Hybrid,1512,1000,1711,3.75,215,2,dual-clutch,RWD,Middle East,19292,3,suede,carbon-ceramic,Bridgestone,0,0,1,2024-08-05,authorized,0,GT,4,0,,,776882.59,t60TfQMKRy
2025,Aston Martin,Yellow,0,Hybrid,1202,536,2049,2.43,242,4,manual,AWD,North America,5416,2,alcantara,carbon-ceramic,Pirelli,0,0,0,2024-09-23,authorized,0,DB11,0,1,41913.0,major,417541.69,pYLfap92Ii
2023,McLaren,White,0,V12,500,903,2294,2.65,262,4,manual,AWD,North America,15251,1,leather,carbon-ceramic,Pirelli,0,0,0,2024-08-30,authorized,0,600LT,0,0,,,598982.43,Bfo9AJrEs6
2020,Ferrari,Yellow,0,Hybrid,1240,530,1278,2.3,214,2,manual,RWD,Europe,13772,3,leather,carbon-ceramic,Continental,0,0,1,2024-08-17,independent,0,488 GTB,5,1,13891.0,major,560576.99,QLHHK4rW5i
2024,Bugatti,White,1,V12,819,617,1368,3.24,243,2,dual-clutch,AWD,Europe,12164,1,leather,carbon-ceramic,Goodyear,0,0,1,2024-09-19,authorized,0,Veyron,3,0,,,3409297.09,zISGoNc4Bi
2021,Koenigsegg,Blue,0,V10,881,1087,2009,2.84,208,4,automatic,RWD,Asia,2468,3,carbon_fiber,carbon-ceramic,Michelin,1,0,0,2025-03-09,none,0,Regera,0,0,,,1917169.8,s8XYfcXwlD
2020,Pagani,Red,1,Electric,1397,570,2182,3.23,264,2,automatic,AWD,Asia,18812,3,alcantara,carbon-ceramic,Michelin,0,0,0,2025-04-21,authorized,0,Huayra,0,0,,,2913630.1,l2jg81lYex
2021,Ferrari,Green,0,Hybrid,1216,874,1379,3.52,243,2,automatic,RWD,Middle East,10887,2,alcantara,carbon-ceramic,Goodyear,0,0,0,2024-12-12,authorized,0,488 GTB,0,1,44358.0,totaled,256044.13,pAaRH4rKYU
2025,Ferrari,Red,1,V10,806,1011,1459,3.09,219,2,automatic,AWD,North America,2027,2,carbon_fiber,steel,Pirelli,1,0,1,2024-10-30,authorized,0,488 GTB,3,0,,,389379.67,6lwDm5Pdzy
2022,Koenigsegg,Yellow,1,V12,890,528,2228,3.26,269,2,manual,RWD,North America,11944,3,carbon_fiber,steel,Goodyear,0,0,0,2025-02-17,authorized,0,Regera,0,1,77088.0,major,2267300.88,omqADCeUSh
2024,Bugatti,Red,0,Hybrid,1489,456,1496,3.87,232,2,dual-clutch,RWD,Europe,315,3,leather,carbon-ceramic,Michelin,0,0,1,2024-09-02,none,0,Veyron,2,0,,,2072403.76,C3NGmXzmer
2025,Bugatti,Blue,0,Hybrid,797,580,1819,2.6,205,2,manual,AWD,Middle East,14133,3,suede,carbon-ceramic,Goodyear,0,0,1,2024-07-23,authorized,0,Veyron,4,1,5803.0,minor,1653980.51,u3G5hbZiZW
2020,Aston Martin,Green,0,V8,732,645,2054,2.72,230,4,dual-clutch,RWD,North America,3989,1,suede,carbon-ceramic,Pirelli,0,0,1,2024-12-13,none,0,DB11,4,0,,,385228.64,wwTjHXzl6U
2020,McLaren,Yellow,1,V10,770,543,1559,3.44,265,2,manual,AWD,Middle East,530,2,alcantara,steel,Continental,0,1,1,2025-01-23,authorized,0,P1,2,0,,,768361.78,uPpP8fLGWd
2020,Aston Martin,Green,1,W16,1583,450,1316,3.22,217,2,automatic,RWD,Asia,10594,1,suede,steel,Pirelli,0,0,1,2024-09-04,authorized,0,Vantage,4,1,94893.0,major,197258.29,ucKa8jv38q
2020,Koenigsegg,Orange,1,W16,1176,767,1556,2.36,227,2,automatic,RWD,Europe,18243,2,leather,steel,Bridgestone,0,0,0,2025-06-30,authorized,0,Regera,0,1,49742.0,major,2897676.77,XoCxEKgPtv
2020,Aston Martin,White,0,V8,1205,858,2156,2.75,267,2,dual-clutch,RWD,North America,4757,1,carbon_fiber,carbon-ceramic,Bridgestone,0,0,0,2025-05-22,none,0,Vantage,0,0,,,413336.41,X3umYRCFqN
2021,Koenigsegg,Red,1,V12,733,617,1638,2.94,264,2,manual,RWD,Europe,7872,2,alcantara,carbon-ceramic,Goodyear,1,0,0,2024-09-03,authorized,2,Jesko,0,0,,,3332839.15,SMpib8fiB4
2025,Bugatti,Green,1,W16,1344,1015,2338,2.84,244,2,automatic,AWD,Asia,15498,3,alcantara,steel,Pirelli,1,0,1,2024-10-14,none,0,Veyron,3,0,,,2384173.07,gu0umgnUlx
2024,McLaren,Black,1,W16,990,966,1721,2.36,257,2,dual-clutch,AWD,Middle East,9958,3,carbon_fiber,carbon-ceramic,Pirelli,0,0,1,2025-02-07,authorized,0,720S,3,0,,,622163.17,oAtkHeo3fN
2022,Aston Martin,Orange,1,Electric,1002,656,1398,3.85,246,2,manual,AWD,Middle East,1067,2,suede,carbon-ceramic,Michelin,0,0,0,2024-08-18,authorized,0,Vantage,0,1,99948.0,totaled,182318.89,DwNusxdZHL
2022,Ferrari,Red,0,V10,1389,555,2273,3.52,265,2,dual-clutch,AWD,Asia,727,3,alcantara,steel,Continental,0,0,1,2025-03-02,independent,0,SF90,4,0,,,487812.79,aeqTJQtn7U
2025,Lamborghini,White,0,V12,1091,964,2365,2.96,251,2,manual,AWD,Asia,16627,3,carbon_fiber,carbon-ceramic,Pirelli,0,0,1,2024-11-19,authorized,0,Aventador,3,0,,,374436.47,fqqvJi0lcB
2025,Pagani,Green,1,Hybrid,1245,841,1869,3.36,235,2,manual,RWD,North America,711,1,carbon_fiber,steel,Goodyear,0,0,0,2024-11-19,authorized,0,Huayra,0,1,85739.0,minor,3147096.13,xdSr4bQ53x
2022,Ferrari,Yellow,1,V10,927,1098,2253,3.79,200,2,manual,RWD,North America,11085,2,suede,steel,Michelin,0,0,0,2025-05-02,none,0,Portofino,0,0,,,496628.09,o8j93iGuuy
2022,Bugatti,White,0,V12,1196,1061,2305,2.27,238,2,dual-clutch,AWD,North America,7924,3,suede,carbon-ceramic,Michelin,0,0,0,2025-03-27,authorized,0,Chiron,0,0,,,2074895.75,9FK8KaPbzK
2021,Pagani,Black,0,W16,1145,1175,1230,2.5,200,2,dual-clutch,RWD,North America,15549,2,leather,steel,Goodyear,1,0,1,2024-08-08,independent,0,Huayra,4,0,,,2455693.64,6JQtg5zW7c
2023,Lamborghini,Green,0,Electric,1231,1161,2207,3.09,213,2,manual,AWD,North America,8462,1,suede,carbon-ceramic,Goodyear,0,0,0,2025-05-03,authorized,0,Urus,0,1,28020.0,minor,358900.65,i2FhDr4mbP
2024,Lamborghini,Silver,0,V10,1299,1122,1532,3.6,270,2,automatic,RWD,Middle East,9989,2,suede,steel,Pirelli,1,0,0,2025-05-06,authorized,0,Huracan,0,0,,,715873.07,e5diGZCBQE
2020,McLaren,Silver,0,W16,863,424,1859,2.07,222,2,manual,AWD,North America,2560,1,carbon_fiber,carbon-ceramic,Pirelli,1,0,1,2025-01-14,authorized,0,GT,2,0,,,585489.3,BhlD9uQhwS
2023,Pagani,Blue,1,V12,701,1063,1376,3.97,242,2,dual-clutch,RWD,Asia,19944,1,alcantara,carbon-ceramic,Michelin,0,1,1,2025-06-05,independent,0,Zonda,5,1,48321.0,major,3424181.97,25u5Tk5LU8
2025,McLaren,Red,1,V10,1381,935,1569,2.91,221,2,manual,RWD,Asia,2177,1,carbon_fiber,carbon-ceramic,Michelin,0,0,1,2024-08-16,independent,1,720S,2,0,,,475587.67,8rtmcLHSv1
2022,Ferrari,Yellow,0,Hybrid,645,1163,1746,2.72,259,2,dual-clutch,AWD,North America,17221,3,leather,carbon-ceramic,Continental,0,0,1,2025-06-02,independent,0,488 GTB,5,0,,,513565.16,zyKhpAjZrG
2023,Koenigsegg,Blue,0,V10,1335,459,1734,2.59,226,2,manual,RWD,Asia,3078,1,carbon_fiber,steel,Michelin,0,0,0,2024-11-25,independent,0,Regera,0,0,,,2337749.18,dCKAoQXDog
2024,Koenigsegg,Green,0,W16,1138,866,2329,2.35,255,2,manual,AWD,Europe,9968,2,leather,steel,Goodyear,0,0,1,2025-03-06,authorized,0,Agera,2,1,93142.0,major,2213866.99,gaemjQGYkm
2025,Koenigsegg,Silver,0,V10,634,833,1296,3.58,201,2,automatic,RWD,Middle East,14120,2,suede,carbon-ceramic,Goodyear,0,0,1,2024-09-18,authorized,0,Regera,1,1,67193.0,minor,1766205.26,Iwe9Siu30S
2020,Pagani,Silver,1,Hybrid,1125,465,1429,3.91,238,2,automatic,AWD,Middle East,18034,3,alcantara,carbon-ceramic,Continental,0,1,1,2024-12-05,authorized,0,Huayra,3,0,,,2090339.59,774Z6nh6OV
2020,Koenigsegg,Silver,1,Electric,563,964,1426,2.83,250,2,dual-clutch,RWD,North America,2948,3,alcantara,carbon-ceramic,Bridgestone,0,0,0,2025-02-17,independent,0,Jesko,0,0,,,2018494.06,fQilC5uYY5
2024,Ferrari,Green,0,Electric,990,505,1570,3.9,218,2,manual,AWD,Europe,2520,1,carbon_fiber,steel,Bridgestone,1,1,0,2024-07-14,independent,0,488 GTB,0,0,,,454967.07,Emsr3yFfVE
2024,McLaren,Silver,1,W16,540,495,2323,3.65,261,2,dual-clutch,RWD,North America,7269,1,alcantara,steel,Goodyear,0,0,0,2025-06-14,authorized,0,720S,0,0,,,770020.04,xWITgCoKbz
2022,Pagani,White,1,V12,1526,1087,1254,2.96,270,4,manual,RWD,North America,13336,1,leather,carbon-ceramic,Bridgestone,0,1,1,2024-12-10,authorized,0,Zonda,2,1,89626.0,minor,2145238.1,bZ6VYAJogC
2020,McLaren,Orange,1,W16,1412,950,1623,3.35,266,2,manual,AWD,Asia,12430,3,leather,steel,Bridgestone,0,0,0,2024-07-12,independent,0,P1,0,0,,,615355.59,sIiO71oiQ8
2025,Pagani,Green,0,Electric,1474,567,1514,2.87,262,2,manual,AWD,Middle East,14020,3,suede,carbon-ceramic,Continental,1,0,1,2024-10-29,none,0,Huayra,5,0,,,2419766.12,X1mFJpdBnN
2023,McLaren,Yellow,1,V8,867,441,2351,3.12,204,2,automatic,AWD,Europe,10710,2,carbon_fiber,steel,Michelin,0,1,1,2024-10-11,independent,0,P1,4,0,,,309935.0,ZabL922fyK
2025,Lamborghini,Orange,0,V8,1417,503,1231,2.12,260,4,dual-clutch,AWD,Asia,16746,1,suede,carbon-ceramic,Michelin,1,0,0,2025-06-27,authorized,0,Aventador,0,0,,,367489.35,kYnwOsTMsU
2021,McLaren,Blue,0,V10,1527,603,1292,3.39,270,2,manual,RWD,Middle East,2256,1,alcantara,carbon-ceramic,Bridgestone,1,1,1,2025-07-01,independent,0,P1,4,0,,,471726.62,Jw1pjbJLuW
2021,Koenigsegg,Yellow,0,Hybrid,743,919,1718,2.11,206,2,manual,RWD,Middle East,7352,2,suede,carbon-ceramic,Pirelli,1,0,0,2025-06-25,independent,0,Agera,0,1,68110.0,minor,2811467.21,AeJfT5XjXP
2024,Lamborghini,Orange,0,V10,1401,681,2052,3.63,249,2,dual-clutch,RWD,North America,12836,2,alcantara,steel,Continental,0,1,1,2024-07-12,authorized,0,Huracan,2,0,,,643566.53,leD5sn4YYU
2022,McLaren,Black,0,V8,665,442,1951,3.65,245,2,dual-clutch,RWD,Europe,4358,2,leather,carbon-ceramic,Bridgestone,0,0,0,2024-07-16,independent,0,720S,0,0,,,656468.47,yJbOBPuzlu
2021,Pagani,Silver,0,Electric,1549,509,2329,2.47,213,2,manual,RWD,North America,11339,2,carbon_fiber,steel,Pirelli,0,0,0,2025-03-08,authorized,0,Zonda,0,0,,,2890129.18,LrWfj9U67Q
2020,Pagani,Black,0,V10,1540,609,1615,2.65,268,2,automatic,AWD,Asia,14483,1,carbon_fiber,steel,Pirelli,0,0,0,2025-03-24,authorized,0,Huayra,0,0,,,2986263.82,t8xXJs3PpH
2025,Pagani,Red,1,W16,1227,1148,1756,2.96,264,2,automatic,AWD,North America,17259,3,suede,carbon-ceramic,Continental,0,0,1,2025-05-16,none,0,Huayra,2,1,87208.0,major,1936247.39,CnRq1gzEIg
2025,Bugatti,Red,1,Hybrid,982,448,1565,3.19,264,2,manual,AWD,North America,7129,1,alcantara,carbon-ceramic,Michelin,0,0,1,2025-03-10,none,0,Veyron,2,0,,,1710343.34,dKPYY3938V
2024,Ferrari,Orange,0,W16,1042,514,1798,2.57,256,2,automatic,AWD,Middle East,16021,2,leather,carbon-ceramic,Goodyear,0,0,0,2025-02-23,authorized,0,SF90,0,0,,,250380.59,mC3hc4BFkO
2023,Pagani,Black,1,Hybrid,1430,554,1530,3.18,261,2,dual-clutch,AWD,Middle East,9344,3,alcantara,steel,Pirelli,0,0,0,2024-10-08,authorized,0,Zonda,0,0,,,2157272.02,1hfs9jqnYA
2024,Lamborghini,Green,1,Electric,899,1048,1888,2.6,219,2,automatic,RWD,Asia,7805,1,suede,steel,Goodyear,0,0,1,2024-08-26,independent,0,Urus,4,1,75381.0,major,364221.65,bZRWgiYxzU
2023,Pagani,Yellow,1,V10,1118,902,1210,2.11,225,4,dual-clutch,RWD,Middle East,18306,2,alcantara,steel,Goodyear,0,0,0,2024-10-09,authorized,0,Zonda,0,1,65616.0,major,3239313.83,15Y1oYwoio
2024,Bugatti,Black,0,Hybrid,1378,1078,2017,2.01,243,2,dual-clutch,AWD,Middle East,8820,3,leather,steel,Continental,1,0,1,2024-11-15,authorized,0,Chiron,1,0,,,3529408.07,kEyakxcIlR
2024,Koenigsegg,Red,1,W16,600,1110,1618,2.2,266,2,dual-clutch,AWD,Middle East,11211,3,suede,steel,Michelin,0,0,1,2024-10-02,authorized,0,Agera,2,1,12342.0,totaled,3335113.44,3ZUbfukWVZ
2024,Lamborghini,Black,1,V10,1379,470,2345,3.58,269,2,dual-clutch,AWD,North America,15628,3,leather,steel,Continental,0,1,1,2024-10-12,independent,0,Huracan,4,0,,,772298.83,MWk6FEJMsY
2023,Bugatti,Green,1,V10,1329,918,2110,3.92,261,4,automatic,RWD,Europe,12940,1,suede,steel,Pirelli,0,0,1,2025-01-16,authorized,0,Veyron,4,0,,,2687166.87,e71h6EMEkd
2023,Koenigsegg,Black,0,W16,1258,1111,1547,2.85,244,2,dual-clutch,AWD,Asia,14324,2,carbon_fiber,carbon-ceramic,Michelin,1,0,0,2025-03-08,independent,0,Jesko,0,1,44235.0,totaled,2967523.4,pactrKB2ty
2024,Aston Martin,Yellow,0,V8,662,735,2157,3.03,210,2,manual,AWD,North America,17512,1,alcantara,carbon-ceramic,Bridgestone,1,1,0,2025-03-27,authorized,0,Valhalla,0,0,,,299236.89,MTlEsURL33
2021,Aston Martin,Blue,1,Hybrid,1001,466,1611,2.29,233,2,dual-clutch,AWD,Asia,8955,1,leather,carbon-ceramic,Michelin,0,0,0,2024-11-03,none,0,Vantage,0,1,93892.0,major,250966.06,Ua71F0nYA4
2022,Lamborghini,Green,0,W16,1046,892,1352,3.1,245,2,manual,RWD,North America,1019,1,leather,steel,Continental,0,0,0,2024-07-23,none,0,Aventador,0,0,,,557412.72,MrJrfVmU16
2022,McLaren,Red,0,Electric,880,1049,1291,2.29,231,2,dual-clutch,AWD,Asia,15640,3,alcantara,carbon-ceramic,Continental,0,0,1,2024-12-08,independent,0,720S,2,0,,,449633.34,jjW6mfNyrz
2022,Ferrari,Yellow,0,V12,1369,1153,1530,3.22,204,2,dual-clutch,RWD,Middle East,2841,2,leather,steel,Goodyear,0,0,0,2024-08-09,authorized,2,Roma,0,0,,,390606.54,cPrPEzcSTq
2023,Ferrari,Black,1,W16,1404,612,2154,3.87,262,2,automatic,AWD,Asia,11139,1,leather,steel,Bridgestone,1,0,1,2025-07-03,authorized,0,488 GTB,5,1,77768.0,totaled,309909.71,smRRxTIJun
2023,Bugatti,Black,1,V10,1501,580,2169,2.39,228,2,dual-clutch,AWD,Europe,5477,2,leather,steel,Michelin,0,0,1,2024-09-22,independent,0,Veyron,5,0,,,3434544.24,jRejSzNRsU
2021,Koenigsegg,Blue,0,V10,1108,1165,1753,3.53,247,2,dual-clutch,RWD,Asia,8866,3,carbon_fiber,steel,Bridgestone,0,0,0,2024-08-31,none,0,Agera,0,0,,,2645248.27,6WqtyUc4tP
2022,Ferrari,Red,1,W16,806,1012,2129,2.05,215,2,automatic,RWD,Europe,17392,1,leather,carbon-ceramic,Goodyear,0,0,0,2024-11-20,authorized,0,Roma,0,1,7453.0,minor,427951.87,9Eq5S1Pf4G
2022,Koenigsegg,Red,0,V12,554,998,1393,2.75,224,2,automatic,AWD,Asia,17610,2,carbon_fiber,steel,Bridgestone,1,0,0,2024-08-02,authorized,0,Jesko,0,0,,,1999968.1,gpZBC2ucb9
2024,Koenigsegg,White,1,W16,1482,1096,1729,2.22,228,2,manual,AWD,Middle East,18019,3,alcantara,carbon-ceramic,Bridgestone,0,0,0,2024-12-05,authorized,0,Jesko,0,0,,,2495246.1,0fCC5XzWnp
2023,Bugatti,Red,1,V12,832,1002,2044,2.7,251,2,automatic,RWD,Asia,13568,1,carbon_fiber,steel,Michelin,1,0,0,2025-04-12,authorized,0,Veyron,0,0,,,3412691.29,ybgflrTgfx
2022,Bugatti,Blue,1,V12,626,647,1838,2.35,245,2,manual,RWD,North America,11030,1,leather,carbon-ceramic,Bridgestone,0,1,0,2025-04-21,authorized,1,Chiron,0,0,,,3252196.4,t1o4sQFFYO
2025,Bugatti,Silver,1,Electric,1204,613,1677,2.75,224,2,dual-clutch,AWD,Middle East,12002,2,leather,steel,Goodyear,0,0,1,2024-12-18,none,0,Chiron,3,1,80680.0,totaled,1706135.19,qworx6qEkk
2021,Ferrari,White,0,Hybrid,742,758,1679,2.84,222,2,manual,RWD,Middle East,7529,2,leather,steel,Pirelli,0,0,1,2024-08-12,authorized,0,488 GTB,4,1,48479.0,major,335182.0,v2geaVYcKc
2025,Aston Martin,White,1,V10,1099,648,1487,2.6,233,2,automatic,RWD,North America,18069,1,carbon_fiber,carbon-ceramic,Pirelli,0,1,0,2025-06-12,authorized,1,DB11,0,0,,,401270.81,gNY1M73l7q
2025,Bugatti,Black,0,V10,1002,1037,1897,3.31,266,2,dual-clutch,AWD,Middle East,15710,1,suede,carbon-ceramic,Continental,1,0,0,2024-11-30,none,0,Chiron,0,1,13678.0,minor,1768782.72,5I8AbG38UY
2021,Ferrari,Black,1,V12,1103,915,1894,3.84,233,2,manual,AWD,Middle East,3712,3,suede,carbon-ceramic,Pirelli,1,1,1,2024-10-01,authorized,0,Roma,3,0,,,313299.09,vOTKwWHi8H
2025,Bugatti,Red,1,V10,802,487,1739,2.8,231,2,manual,AWD,North America,7058,3,alcantara,steel,Michelin,0,1,0,2025-05-27,none,0,Chiron,0,0,,,1645558.65,pwiUx9Nw05
2022,Pagani,White,1,V8,734,1062,1529,2.38,228,2,manual,RWD,Middle East,19328,1,alcantara,steel,Continental,0,0,0,2025-05-27,authorized,0,Zonda,0,0,,,1777310.15,I1qwHgXoaJ
2023,Koenigsegg,Orange,0,V12,1561,575,1669,2.54,208,4,dual-clutch,AWD,Middle East,17711,2,alcantara,steel,Pirelli,0,0,1,2025-02-25,none,0,Agera,3,1,41760.0,minor,3194750.51,ugSCyiOKJm
2021,Bugatti,Black,1,V10,638,1122,2048,3.71,265,4,manual,AWD,Middle East,5906,2,leather,carbon-ceramic,Pirelli,0,0,1,2025-03-31,authorized,0,Veyron,5,0,,,3198812.85,b3yyCconyl
2024,Lamborghini,Blue,0,V8,694,825,1733,3.14,256,2,manual,RWD,Middle East,18644,1,suede,carbon-ceramic,Continental,0,1,1,2025-04-27,none,0,Sian,5,0,,,665288.06,mWbnBXOWjC
2025,Koenigsegg,Orange,0,Electric,1146,1170,1666,2.91,238,2,automatic,AWD,Asia,17813,3,suede,carbon-ceramic,Michelin,0,0,0,2025-04-27,authorized,1,Regera,0,1,49453.0,major,3280391.51,VYrfGXnqnD
2021,Koenigsegg,Black,1,V10,500,1002,2176,2.3,206,2,manual,RWD,Middle East,9153,1,alcantara,steel,Continental,1,0,1,2025-05-22,authorized,0,Regera,1,0,,,2079847.62,IgAEcrBJSB
2020,Bugatti,Green,0,V8,1060,1170,1619,2.9,268,2,dual-clutch,RWD,Middle East,13445,2,suede,steel,Michelin,1,0,0,2024-11-28,authorized,0,Veyron,0,1,87118.0,totaled,3137712.1,drf7jObOL3
2020,Aston Martin,Green,1,W16,1212,1102,2345,2.56,207,2,automatic,AWD,Middle East,15328,1,alcantara,carbon-ceramic,Michelin,0,0,1,2024-10-30,authorized,0,DB11,4,1,26753.0,totaled,425863.84,Tovfd03sxH
2023,McLaren,Black,0,Hybrid,912,480,1961,3.89,217,2,dual-clutch,AWD,Asia,19346,1,leather,steel,Goodyear,1,1,0,2024-10-25,authorized,0,P1,0,0,,,710516.77,LbAoii3sHP
2022,Aston Martin,White,0,W16,1037,537,2205,3.77,248,4,automatic,RWD,Europe,18852,3,suede,steel,Pirelli,0,1,0,2024-12-26,none,0,DB11,0,1,84388.0,major,272173.97,HKmFVcYPIu
2023,Bugatti,Silver,1,V8,928,832,2090,2.17,215,2,automatic,AWD,Middle East,14654,2,leather,steel,Pirelli,0,0,1,2024-07-26,authorized,1,Veyron,1,1,29560.0,totaled,2079181.54,iiV8MKbCFx
2023,Koenigsegg,Silver,0,V12,734,869,1507,3.03,220,2,manual,RWD,Europe,19612,2,leather,carbon-ceramic,Bridgestone,0,0,1,2024-08-21,independent,0,Regera,2,0,,,3288150.71,s8Ptq3Ipvr
2023,Lamborghini,White,0,V12,848,749,2123,2.45,209,2,dual-clutch,RWD,Europe,15448,1,suede,carbon-ceramic,Continental,0,1,1,2024-07-24,authorized,0,Urus,1,1,20315.0,major,435554.57,K9HEnekBF5
2023,Koenigsegg,Yellow,1,V10,895,525,1533,2.82,203,2,manual,AWD,North America,3966,2,carbon_fiber,carbon-ceramic,Goodyear,1,0,0,2025-02-17,none,0,Agera,0,0,,,3507276.89,UzW3AQiMiw
2024,Aston Martin,Silver,0,W16,915,708,2153,3.75,243,2,automatic,AWD,North America,9108,2,alcantara,steel,Pirelli,1,0,0,2024-08-22,independent,0,Vantage,0,0,,,524886.28,Krpo1lWuBl
2024,Lamborghini,Green,1,V12,1415,629,2221,3.06,207,2,manual,RWD,Europe,1250,2,suede,carbon-ceramic,Bridgestone,0,0,1,2024-10-03,none,0,Huracan,2,0,,,378727.76,LmS2x9wUy1
2021,Ferrari,Blue,0,V12,1574,859,1988,2.67,254,2,automatic,RWD,Asia,4688,2,leather,carbon-ceramic,Goodyear,0,1,1,2025-03-06,authorized,0,Roma,3,1,97440.0,major,450390.84,MszkdT8C4i
2020,Pagani,White,1,W16,580,744,2031,2.42,218,2,automatic,AWD,Middle East,3787,3,alcantara,steel,Michelin,0,0,0,2025-05-31,authorized,0,Zonda,0,0,,,2792842.4,Vaix2GVTk6
2023,Koenigsegg,Red,1,Electric,535,709,2043,3.6,263,2,dual-clutch,RWD,Middle East,9131,3,leather,steel,Pirelli,0,0,0,2024-11-01,authorized,0,Regera,0,0,,,3124043.43,JTsi3wtCBJ
2021,Bugatti,Green,1,V12,1590,419,1449,3.25,239,2,dual-clutch,RWD,Middle East,10470,3,alcantara,steel,Continental,1,0,1,2025-05-20,independent,0,Veyron,4,1,98040.0,minor,1516781.05,6E7KPysRNy
2020,Ferrari,Blue,0,Hybrid,1140,960,2318,2.94,250,2,dual-clutch,RWD,North America,5658,3,suede,steel,Goodyear,1,0,1,2025-03-23,independent,0,F8 Tributo,1,0,,,295447.68,96UPHFm1nK
2025,Pagani,Blue,1,V8,1381,1046,1383,2.43,208,2,dual-clutch,AWD,North America,9193,3,leather,carbon-ceramic,Bridgestone,0,1,1,2025-01-07,independent,0,Zonda,4,0,,,1954604.36,omYGZMbBip
2022,Bugatti,White,1,V10,1256,940,1998,2.67,229,2,manual,RWD,Middle East,2212,2,alcantara,steel,Continental,1,0,0,2024-11-02,authorized,0,Chiron,0,0,,,1569681.76,N1WcPsuKWK
2024,McLaren,Blue,1,V12,1122,959,1385,3.92,255,4,dual-clutch,RWD,Europe,6867,1,alcantara,steel,Michelin,0,0,1,2024-08-04,independent,0,600LT,3,0,,,413666.3,LWLEDgI4Yd
2025,Bugatti,White,0,Hybrid,967,876,2292,3.04,243,2,dual-clutch,AWD,North America,6963,1,suede,steel,Continental,0,0,1,2024-12-04,none,0,Chiron,3,0,,,2900569.86,yENm4puc2v
2020,Lamborghini,Silver,1,Hybrid,855,668,2037,2.8,258,2,dual-clutch,RWD,Middle East,11329,3,alcantara,steel,Bridgestone,0,1,0,2024-11-05,authorized,0,Huracan,0,0,,,537878.47,2c0oQ5Lqzq
2025,Lamborghini,Black,1,V12,1208,402,1826,3.04,214,2,automatic,RWD,Europe,3991,2,alcantara,steel,Michelin,1,0,1,2025-03-17,authorized,0,Urus,3,0,,,766305.37,1aTKb8UdeO
2022,McLaren,Green,0,Electric,1519,1169,2058,3.56,267,2,automatic,AWD,Middle East,9295,3,leather,steel,Bridgestone,0,0,0,2024-10-31,independent,0,P1,0,0,,,800772.05,CEvTlstgZJ
2020,Ferrari,Yellow,0,V8,1401,415,1207,2.68,269,4,dual-clutch,AWD,North America,18571,1,suede,carbon-ceramic,Pirelli,1,1,0,2025-01-30,authorized,0,SF90,0,0,,,264353.23,gyGUfv7OVt
2025,Pagani,Black,1,V10,1172,1005,1982,2.36,260,2,automatic,AWD,Asia,14735,2,suede,carbon-ceramic,Bridgestone,0,1,1,2024-08-30,independent,0,Huayra,3,0,,,2197210.66,v5Dj9aQEBv
2024,Bugatti,Green,0,V12,938,757,1974,3.17,222,2,automatic,AWD,Asia,14243,2,leather,carbon-ceramic,Continental,0,0,1,2025-02-15,independent,0,Chiron,5,0,,,2911139.76,utGWhpJzyX
2024,Lamborghini,White,1,V10,1030,1045,2206,3.33,246,2,manual,AWD,North America,12417,2,carbon_fiber,carbon-ceramic,Pirelli,0,0,1,2025-01-19,none,0,Sian,5,1,40585.0,major,510434.55,LrXNEcHNax
2021,Ferrari,Green,1,W16,626,532,1876,3.43,216,2,automatic,RWD,Europe,3032,1,leather,steel,Pirelli,1,0,0,2025-02-01,none,0,SF90,0,0,,,412923.93,euxcjMUOZ4
2025,McLaren,Silver,1,Hybrid,704,711,2306,3.76,256,2,manual,RWD,Middle East,11005,1,leather,steel,Goodyear,0,0,0,2024-09-15,independent,0,P1,0,0,,,736108.76,NE87QeXu74
2023,Aston Martin,White,0,Hybrid,528,881,1410,2.74,253,2,automatic,AWD,North America,3903,3,carbon_fiber,steel,Continental,1,0,1,2024-07-25,authorized,0,Valhalla,3,0,,,532162.23,YErAYWX2JP
2025,Koenigsegg,Black,0,V12,944,943,1689,2.15,251,2,dual-clutch,RWD,Europe,12251,3,alcantara,carbon-ceramic,Continental,0,0,0,2025-03-11,authorized,0,Jesko,0,0,,,1731358.18,wZfVYoUeuk
2020,Aston Martin,Red,1,V12,1465,704,1838,3.92,221,4,automatic,AWD,Middle East,3670,1,suede,steel,Michelin,0,0,1,2025-01-16,none,0,Vantage,3,1,16376.0,major,271263.56,ly0ox61zcj
2020,Aston Martin,Red,0,W16,963,668,1390,2.87,238,2,automatic,RWD,Middle East,18720,3,suede,steel,Bridgestone,1,1,0,2024-10-24,independent,0,Valhalla,0,0,,,541459.72,kNwKBAWbWs
2025,Lamborghini,Orange,1,Electric,650,813,1870,3.25,212,2,manual,RWD,North America,3323,1,carbon_fiber,steel,Bridgestone,0,0,1,2024-08-16,independent,0,Aventador,1,0,,,429511.19,ZcY1OuptI0
